,gift_id,gift_type,gift_category,gift_cluster,lsg_1,lsg_2,lsg_3,lsg_4,lsg_5,lsg_6,is_discounted,price
10085,21296,992,164,6935,6988,7204,8540,1724,9,1899,0,72.11
10086,22938,142,501,3369,3627,5724,7673,1874,9,1899,0,48.71
10087,22919,142,501,3369,3627,5724,7673,1708,9,1899,0,47.71
10088,6072,152,245,6923,8997,886,7699,1912,9,1899,0,118.81
10089,6034,47,583,6905,3338,3083,7600,1772,9,1589,0,125.09
10090,8026,114,393,3283,3750,4479,1175,1232,9,110,0,34.47
10091,18261,1277,480,3419,8627,3017,8914,1891,9,1899,0,223.92
10092,22974,480,162,6930,9195,2233,8068,1859,9,1899,0,55.35
10093,18798,660,305,2694,5577,6747,3546,1447,9,393,0,45.31
10094,11233,610,10,7537,5365,975,3017,1373,9,1616,0,50.03
10095,23161,58,124,278,3367,971,677,1912,9,921,0,86.07
10096,19513,897,703,0,6575,7586,5062,1912,9,1778,1,29.66
10097,23452,610,10,7516,6120,1824,3965,551,9,746,0,54.58
10098,14251,257,288,3808,4147,6589,1738,1015,9,1251,0,50.93
10099,21706,611,11,7509,3803,5204,1239,2001,9,150,0,78.38
10100,20670,610,10,7520,5393,988,3291,1176,9,1899,0,44.6
10101,21173,660,305,3800,5564,5443,3524,1912,9,393,0,43.85
10102,8723,660,305,3797,5555,3407,3501,1074,9,383,0,49.68
10103,8730,660,305,3797,5555,3407,3501,425,9,383,0,54.81
10104,15187,610,10,7522,5368,990,3290,1054,9,1899,0,45.91
10105,19575,660,86,308,5552,3268,3497,429,9,397,0,66.68
10106,19581,660,86,308,5552,3268,3497,425,9,397,0,71.6
10107,19606,660,86,308,5552,3268,3497,1082,9,397,0,63.42
10108,19583,660,86,308,5552,3268,3497,1066,9,397,0,67.46
10109,19587,660,86,308,5552,3268,3497,1073,9,397,0,76.48
10110,11236,610,10,7537,5365,975,3017,1373,9,1616,0,45.82
10111,20253,908,12,7488,7703,826,6014,1912,9,654,0,174.12
10112,20252,908,12,7488,7703,826,6014,1912,9,654,1,199.18
10113,20249,908,12,7488,7703,826,6014,1912,9,654,1,193.49
10114,19512,897,703,0,6575,7586,5062,1912,9,1778,0,153.64
10115,3011,897,533,0,6577,7592,5041,1912,9,1239,1,74.44
10116,14125,610,10,7530,6116,1824,3959,381,9,63,0,18.01
10117,12567,1089,764,7223,2317,6883,5948,1912,3,1139,0,29.85
10118,17483,130,796,0,3531,1997,4351,1912,9,1899,0,851.6
10119,8153,1275,796,0,8621,2677,3725,1912,9,1899,0,1096.67
10120,9875,610,10,7523,5369,991,3289,1373,9,1899,0,48.94
10121,23722,953,525,0,6821,7593,5371,1912,9,150,0,678.33
10122,22100,1228,534,5805,132,3053,6924,1912,10,1899,1,16.4
10123,5978,36,796,0,3295,1846,5437,1912,9,1899,0,767.81
10124,12575,1089,764,7223,2317,6883,5948,1912,3,1139,0,11.5
10125,7528,641,822,0,5470,1460,168,1912,9,1899,0,247.85
10126,1022,985,796,0,6968,3046,6136,1912,9,1899,0,753.71
10127,1151,1141,741,3685,6832,6883,5383,1912,3,1266,0,32.92
10128,11363,641,800,0,5469,369,3435,1912,9,1899,0,333.8
10129,4732,897,533,0,6576,7589,5040,1912,9,1778,1,41.81
10130,11368,953,533,0,6822,7594,5373,1912,9,150,0,559.43
10131,21631,1148,362,0,8180,1877,121,1912,9,1899,0,209.55
10132,21909,592,824,0,5305,2209,206,1912,9,1899,0,217.89
10133,368,736,706,3693,5733,6883,3764,1912,6,735,1,43.66
10134,7313,844,534,6461,2135,6883,4389,1912,10,1899,0,50.81
10135,8224,1008,706,3273,693,6883,5630,1912,4,972,1,36.66
10136,455,348,706,3670,881,6883,0,1912,8,921,1,83.53
10137,8208,1033,534,4811,7533,2942,5798,1912,10,332,0,38.38
10138,11717,787,775,0,6166,628,4448,1912,9,1899,0,19.11
10139,13395,592,219,0,5318,7269,3237,1912,9,1899,0,198.51
10140,9543,157,629,0,3717,3806,1125,1912,9,1619,0,90.49
10141,10130,925,830,0,6755,1351,210,1912,9,1899,0,108.7
10142,18265,780,637,0,6075,2429,47,1912,9,1899,0,112.51
10143,16659,753,811,0,5811,379,293,1912,9,1899,0,131.02
10144,9712,1126,418,0,8085,317,90,1912,9,1899,0,112.3
10145,23145,111,812,0,3686,2837,304,1912,9,1899,0,129.4
10146,9045,1354,814,0,6825,1891,24,1912,9,1899,0,56.17
10147,6975,1291,791,0,8748,3065,225,1912,9,1899,0,190.95
10148,17986,899,840,0,6631,1929,273,1912,9,1899,0,70.21
10149,19520,1275,795,0,8619,1838,203,1912,9,1899,0,1767.06
10150,7034,1286,30,0,5970,3890,4135,1912,9,302,0,108.27
10151,2287,1337,637,0,3207,372,12,1912,9,1899,0,88.58
10152,15891,1275,233,0,8623,3012,236,1912,9,1899,0,1524.95
10153,7720,276,232,0,4183,1882,163,1912,9,1899,0,967.53
10154,4428,399,295,3436,9151,2100,7982,1912,9,1899,1,95.45
10155,6785,289,455,1792,9048,3623,7784,1830,9,1899,0,46.57
10156,14783,885,113,3374,6243,3952,8396,1816,9,650,0,155.78
10157,17164,864,468,1821,6208,650,4445,1671,9,746,0,77.58
10158,13624,349,350,6889,4407,3753,7845,1877,9,363,0,152.34
10159,13629,349,350,6889,4407,3753,7845,1859,9,363,0,123.58
10160,15276,349,105,3430,9086,3120,7853,1873,9,150,0,183.92
10161,18643,214,246,6614,3731,3124,1142,1912,9,1251,1,53.2
10162,5025,1313,100,191,8862,3408,8971,1912,9,1833,0,55.54
10163,4704,467,302,2671,4851,3606,2678,420,9,347,0,32.22
10164,24535,1313,329,2562,8877,3177,7447,258,9,109,0,49.84
10165,11438,111,813,0,3684,1898,103,1912,9,1899,0,125.24
10166,21003,480,589,6969,9194,2237,8066,1912,9,1899,0,52.89
10167,8444,1022,325,3717,7461,3130,1148,1912,9,640,0,49.18
10168,17629,1044,475,3781,7569,6038,8637,1714,9,1899,0,133.06
10169,17658,1044,475,3781,7569,6038,8637,1849,9,1899,0,149.65
10170,20202,1255,146,6600,8594,3511,2061,1816,9,921,0,46.43
10171,6871,973,315,6567,9423,3784,8517,1744,9,1899,0,67.43
10172,2074,455,250,6544,4899,3509,1290,1912,9,746,1,41.06
10173,22278,464,301,2718,9173,5428,8034,1816,9,1899,0,30.62
10174,22273,464,301,2718,9173,5428,8034,1873,9,1899,0,41.68
10175,21385,142,68,6921,8987,6015,7674,1791,9,150,0,58.32
10176,14219,992,164,6936,9433,7205,8541,1870,9,1899,0,76.2
10177,14197,992,164,6936,9433,7205,8541,1811,9,1899,0,71.15
10178,14181,992,164,6936,9433,7205,8541,1720,9,1899,0,82.06
10179,14217,992,164,6936,9433,7205,8541,1868,9,1899,0,69.67
10180,19719,1022,62,6665,7470,6738,5617,250,9,363,0,51.78
10181,1229,973,315,2630,6880,3786,8519,1762,9,1899,0,91.24
10182,11451,1044,319,3824,9470,6042,8636,1912,9,1899,0,156.39
10183,681,1044,514,3372,9456,6036,8610,1912,9,1899,0,148.51
10184,15900,1022,513,3858,7459,3123,1141,661,9,477,0,42.49
10185,9614,214,54,6663,4221,6400,1519,1935,9,618,0,72.63
10186,1156,660,59,6676,5571,5970,3536,605,9,379,0,65.94
10187,1163,660,59,6676,5571,5970,3536,1062,9,379,0,54.16
10188,19712,903,94,6704,9383,7228,8434,1705,9,150,0,101.69
10189,18747,214,287,2559,4204,3125,1143,259,9,519,0,50.79
10190,11309,399,295,3425,9149,929,7980,1834,9,150,0,76.92
10191,11311,399,295,3425,9149,929,7980,1849,9,150,0,74.54
10192,23439,886,93,321,3763,4245,1199,313,9,354,0,32.21
10193,17193,31,498,5314,3273,7484,7588,1774,9,1899,0,73.13
10194,4756,862,38,0,6143,3368,7491,1912,9,1629,0,4.28
10195,5714,176,73,90,3864,5237,1300,425,9,477,0,36.67
10196,5725,176,73,90,3864,5237,1300,1142,9,477,0,39.81
10197,24065,469,517,3876,4867,4246,1167,250,9,108,0,35.48
10198,21539,660,305,2660,5542,6321,3539,1061,9,1329,0,72.99
10199,21556,660,305,2660,5542,6321,3539,1961,9,1329,0,73.38
10200,14724,469,505,3875,4866,4244,1166,260,9,87,0,39.04
10201,10077,1111,520,6931,9532,1488,8743,1912,9,1899,1,68.06
10202,10078,1111,520,6931,9532,1488,8743,1912,9,1899,0,50.1
10203,19727,1255,412,1797,9097,5858,7873,1873,9,1616,0,28.93
10204,4021,1044,319,2701,7567,6032,8625,1912,9,1899,0,163.56
10205,8194,1025,115,228,3728,3115,1135,362,9,363,0,59.5
10206,7495,152,69,2708,3699,1008,7693,1709,9,150,0,84.02
10207,23814,1032,256,5119,7517,1817,8590,886,9,1899,0,144.43
10208,24496,75,125,6548,3419,1783,8991,1859,9,150,0,372.51
10209,15203,10,284,5188,8894,3404,7510,1786,9,1899,0,80.74
10210,15828,1111,520,6942,9520,1392,8718,1845,9,1899,0,46.96
10211,23230,610,10,7538,5377,4852,3015,787,9,1591,0,47.1
10212,23233,610,10,7538,5377,4852,3015,787,9,1591,0,43.03
10213,24228,47,582,6906,8939,3084,7601,1772,9,1899,0,130.35
10214,22920,142,501,3369,3627,5724,7673,1725,9,1899,0,47.7
10215,15811,131,67,331,3567,5945,894,1912,9,634,0,69.45
10216,3850,31,50,6900,3254,3481,7567,1912,9,1899,0,97.72
10217,9089,660,86,265,5568,5933,3533,1912,9,93,0,66.22
10218,18245,1277,480,3419,8627,3017,8914,1816,9,1899,0,206.2
10219,18244,1277,480,3419,8627,3017,8914,1801,9,1899,0,220.6
10220,8035,114,393,3283,3750,4479,1175,1930,9,110,0,30.34
10221,16608,25,274,6981,3229,6010,432,221,9,1637,0,82.45
10222,8075,27,49,6579,3740,3982,1156,1912,9,150,0,58.41
10223,17741,176,72,267,3858,5228,1294,1912,9,363,0,65.37
10224,7729,671,815,0,5681,312,132,1912,9,1899,0,133.27
10225,18824,660,305,2694,5577,6747,3546,1446,9,393,0,45.31
10226,18806,660,305,2694,5577,6747,3546,407,9,393,0,49.61
10227,18829,660,305,2694,5577,6747,3546,1451,9,393,0,51.8
10228,18789,660,305,2694,5577,6747,3546,1454,9,393,0,57.13
10229,9540,541,795,0,5089,1847,237,1912,9,1899,0,1218.74
10230,23784,349,400,6892,9079,3995,7840,1912,9,1899,1,160.93
10231,21170,660,305,3800,5564,5443,3524,1912,9,393,0,52.72
10232,18148,357,106,205,4458,6130,2025,1912,9,634,0,43.68
10233,17926,467,108,208,4849,3592,2675,1912,9,150,0,52.81
10234,22737,75,125,6884,8946,1784,8990,1845,9,150,0,252.92
10235,24619,973,315,2707,6901,6908,8523,1873,9,1899,0,53.72
10236,6787,289,455,1792,9048,3623,7784,1859,9,1899,0,44.32
10237,14777,885,113,3374,6243,3952,8396,1763,9,650,0,169.54
10238,14750,31,321,2702,3258,4008,7571,1912,9,1899,1,50.04
10239,4724,1111,476,1854,7734,533,8711,1912,9,1899,0,84.87
10240,21678,886,509,3870,6272,4247,1168,1912,9,640,0,48.89
10241,4068,660,571,6844,5570,6449,3551,1056,9,1297,0,26.37
10242,4065,660,571,6844,5570,6449,3551,1960,9,1297,1,56.54
10243,2656,1255,412,1796,9096,5857,7872,1767,9,921,0,49.7
10244,13630,349,350,6889,4407,3753,7845,1873,9,363,0,119.18
10245,21644,143,127,83,3653,3541,1076,935,9,1276,0,85.1
10246,16192,1111,476,6943,9529,1811,8738,1887,9,1899,0,76.46
10247,19035,464,300,2719,9174,5429,8035,1912,9,1899,0,33.71
10248,944,58,285,3784,3364,831,675,1561,9,1251,0,78.51
10249,934,58,285,3784,3364,831,675,1560,9,1251,0,160.7
10250,786,415,83,6988,4685,4381,7989,1912,9,921,0,44.07
10251,17660,1044,475,3781,7569,6038,8637,1859,9,1899,0,135.32
10252,17641,1044,475,3781,7569,6038,8637,1786,9,1899,0,150.55
10253,17637,1044,475,3781,7569,6038,8637,1755,9,1899,0,128.06
10254,17725,464,299,2716,9165,3829,8022,1845,9,1899,0,42.87
10255,19584,660,86,308,5552,3268,3497,1082,9,397,0,65.04
10256,19568,660,86,308,5552,3268,3497,1643,9,397,0,77.72
10257,19600,660,86,308,5552,3268,3497,451,9,397,0,67.45
10258,6881,973,315,6567,9423,3784,8517,1873,9,1899,0,65.47
10259,3064,1111,409,5105,9524,1591,8729,1845,9,1899,0,44.26
10260,14766,1032,166,6984,9448,1761,8581,905,9,1899,0,176.83
10261,14763,1032,166,6984,9448,1761,8581,873,9,1899,0,155.26
10262,7648,176,488,6807,3862,5233,1310,1214,9,1646,0,28.14
10263,13103,142,77,152,3628,6072,1012,1726,9,150,0,66.16
10264,19116,886,92,332,6291,6543,4530,1912,9,363,0,51.99
10265,20406,1111,598,6940,7721,465,8689,1786,9,1899,0,67.49
10266,21938,369,82,6538,4518,2182,7924,1786,9,1841,0,153.73
10267,3999,1277,480,3421,8633,2511,8913,1912,9,1899,0,238.43
10268,16573,257,288,2683,4141,6853,1730,1560,9,1251,0,23.83
10269,18484,1032,145,148,7521,2615,8589,905,9,1899,0,213.03
10270,21380,142,68,6921,8987,6015,7674,1709,9,150,0,57.76
10271,21381,142,68,6921,8987,6015,7674,1726,9,150,0,58.46
10272,24394,73,487,6895,8943,4669,7613,1851,9,1899,0,207.73
10273,24379,73,487,6895,8943,4669,7613,1730,9,1899,0,207.78
10274,24244,265,416,1786,4169,3353,1765,781,9,424,0,100.59
10275,17579,660,86,266,5530,5303,3519,417,9,363,0,37.09
10276,22047,10,497,2704,3170,5574,7518,1912,9,1899,0,67.0
10277,14216,992,164,6936,9433,7205,8541,1867,9,1899,0,76.7
10278,14201,992,164,6936,9433,7205,8541,1824,9,1899,0,80.08
10279,1232,973,315,2630,6880,3786,8519,1873,9,1899,0,101.97
10280,18029,1277,327,3420,8631,2215,8915,1877,9,1899,0,208.94
10281,18025,1277,327,3420,8631,2215,8915,1831,9,1899,0,190.27
10282,2251,660,305,2659,5556,3708,3502,1264,9,394,0,59.18
10283,24314,886,92,222,6281,4626,4528,1594,9,326,0,45.01
10284,24317,886,92,222,6281,4626,4528,1593,9,326,0,41.18
10285,15901,1022,513,3858,7459,3123,1141,1147,9,477,0,36.6
10286,1160,660,59,6676,5571,5970,3536,604,9,379,0,59.01
10287,1169,660,59,6676,5571,5970,3536,1078,9,379,0,64.65
10288,1158,660,59,6676,5571,5970,3536,597,9,379,0,63.75
10289,19713,903,94,6704,9383,7228,8434,1726,9,150,0,100.68
10290,19715,903,94,6704,9383,7228,8434,1816,9,150,0,88.8
10291,21521,152,70,2530,3700,1009,7694,1912,10,1899,1,22.53
10292,18744,214,287,2559,4204,3125,1143,1955,9,519,0,70.26
10293,21496,727,572,1795,9297,4433,8283,1873,9,921,0,45.64
10294,11299,399,295,3425,9149,929,7980,1763,9,150,0,76.34
10295,1071,660,305,3406,5521,4605,3508,1258,9,94,0,47.24
10296,23437,886,93,321,3763,4245,1199,310,9,354,0,32.27
10297,17202,31,498,5314,3273,7484,7588,1845,9,1899,0,85.77
10298,21554,660,305,2660,5542,6321,3539,1268,9,1329,0,69.36
10299,21531,660,305,2660,5542,6321,3539,1062,9,1329,0,75.85
10300,21535,660,305,2660,5542,6321,3539,1167,9,1329,0,84.12
10301,21540,660,305,2660,5542,6321,3539,1066,9,1329,0,70.29
10302,21546,660,305,2660,5542,6321,3539,1166,9,1329,0,74.0
10303,14732,469,505,3875,4866,4244,1166,374,9,87,0,31.72
10304,15536,142,454,6934,8989,6074,7676,1912,9,1899,0,67.55
10305,20906,23,120,295,3249,999,416,2036,9,150,0,87.55
10306,7496,152,69,2708,3699,1008,7693,1726,9,150,0,78.58
10307,12195,10,497,2697,8901,6541,7525,1705,9,150,0,61.79
10308,24485,75,125,6548,3419,1783,8991,1705,9,150,0,307.66
10309,24497,75,125,6548,3419,1783,8991,1873,9,150,0,376.25
10310,15827,1111,520,6942,9520,1392,8718,1830,9,1899,0,45.54
10311,15831,1111,520,6942,9520,1392,8718,1887,9,1899,0,42.78
10312,16435,297,130,176,9059,3938,7799,1798,9,150,0,271.4
10313,22492,1111,494,6939,7714,441,8740,1873,9,1899,0,58.09
10314,22744,610,10,7534,5101,779,3014,944,9,1581,0,48.91
10315,21295,992,164,6935,6988,7204,8540,1723,9,1899,0,80.26
10316,21336,992,164,6935,6988,7204,8540,1885,9,1899,0,77.97
10317,21328,992,164,6935,6988,7204,8540,1868,9,1899,0,79.38
10318,21307,992,164,6935,6988,7204,8540,1810,9,1899,0,79.51
10319,3129,467,58,6764,4847,7492,2681,1153,9,550,0,45.35
10320,19524,1313,100,203,8874,5808,7461,1912,9,66,1,42.28
10321,16606,25,274,6981,3229,6010,432,143,9,1637,0,88.25
10322,16727,142,68,6926,3623,4106,7662,1877,9,150,0,68.98
10323,16722,142,68,6926,3623,4106,7662,1845,9,150,0,84.64
10324,18804,660,305,2694,5577,6747,3546,392,9,393,0,44.09
10325,20667,610,10,7520,5393,988,3291,2012,9,1899,0,45.27
10326,17927,467,108,208,4849,3592,2675,1912,9,150,0,42.47
10327,8724,660,305,3797,5555,3407,3501,1115,9,383,0,56.78
10328,8713,660,305,3797,5555,3407,3501,1270,9,383,0,59.78
10329,8742,660,305,3797,5555,3407,3501,1268,9,383,0,51.34
10330,8756,660,305,3797,5555,3407,3501,1454,9,383,0,34.59
10331,14776,885,113,3374,6243,3952,8396,1873,9,650,0,204.89
10332,14789,885,113,3374,6243,3952,8396,1859,9,650,0,170.74
10333,16463,931,791,0,6782,316,6137,1912,9,1899,0,248.97
10334,19080,349,460,6893,4412,4878,7858,1850,9,1899,0,134.18
10335,19064,349,460,6893,4412,4878,7858,1705,9,1899,0,124.63
10336,19083,349,460,6893,4412,4878,7858,1864,9,1899,0,117.11
10337,2655,1255,412,1796,9096,5857,7872,1705,9,921,0,46.43
10338,15189,610,10,7522,5368,990,3290,1054,9,1899,0,45.53
10339,15188,610,10,7522,5368,990,3290,1054,9,1899,0,42.5
10340,14596,1313,413,3290,8867,3801,7451,1942,9,416,0,28.8
10341,14593,1313,413,3290,8867,3801,7451,1419,9,416,0,31.15
10342,17397,349,460,3373,9082,4877,7844,1807,9,1899,0,123.04
10343,17404,349,460,3373,9082,4877,7844,1864,9,1899,0,109.84
10344,17394,349,460,3373,9082,4877,7844,1791,9,1899,0,107.3
10345,5024,1313,100,191,8862,3408,8971,1912,9,1833,0,64.19
10346,18968,114,392,3286,3748,4477,1173,1933,9,640,0,49.13
10347,14832,660,305,3802,5551,3251,3496,1912,9,518,1,108.44
10348,936,58,285,3784,3364,831,675,1012,9,1251,0,105.62
10349,940,58,285,3784,3364,831,675,1555,9,1251,0,84.43
10350,785,415,83,6988,4685,4381,7989,1912,9,921,0,54.3
10351,17655,1044,475,3781,7569,6038,8637,1836,9,1899,0,138.8
10352,17719,464,299,2716,9165,3829,8022,1873,9,1899,1,47.47
10353,19577,660,86,308,5552,3268,3497,1062,9,397,0,66.87
10354,24599,792,60,6684,9343,593,8352,1912,9,1899,0,70.78
10355,20201,1255,146,6600,8594,3511,2061,1816,9,921,0,42.1
10356,20724,31,498,3992,8935,7483,7589,1801,9,1899,0,83.88
10357,16812,1238,479,5079,9596,1464,8869,885,9,1899,0,140.46
10358,14931,1025,63,6752,7483,5959,5748,1218,9,324,0,34.29
10359,24663,660,252,6677,5547,6946,3549,1246,9,340,0,45.33
10360,24653,660,252,6677,5547,6946,3549,1367,9,340,0,47.59
10361,24666,660,252,6677,5547,6946,3549,1061,9,340,0,38.01
10362,24388,73,487,6895,8943,4669,7613,1801,9,1899,0,202.58
10363,24250,265,416,1786,4169,3353,1765,786,9,424,0,83.91
10364,14220,992,164,6936,9433,7205,8541,1871,9,1899,0,71.43
10365,14177,992,164,6936,9433,7205,8541,1700,9,1899,0,76.81
10366,19720,1022,62,6665,7470,6738,5617,250,9,363,0,46.4
10367,5579,349,460,3780,4411,4876,7857,1912,9,1899,0,144.46
10368,2274,660,305,2659,5556,3708,3502,1078,9,394,0,51.64
10369,24354,660,59,111,5531,5370,3521,1912,9,397,0,54.54
10370,3978,142,454,1853,3624,5155,7668,1912,9,1899,0,54.36
10371,17242,792,508,3994,9345,588,8355,1801,9,1899,0,45.01
10372,8391,464,299,2715,4826,3828,8021,1786,9,1899,0,40.71
10373,15195,360,249,6974,9109,6528,7907,1912,9,1899,0,56.21
10374,19714,903,94,6704,9383,7228,8434,1786,9,150,0,99.09
10375,22031,1032,474,6784,7514,1665,8573,922,9,1899,0,169.44
10376,18746,214,287,2559,4204,3125,1143,258,9,519,0,52.27
10377,1076,660,305,3406,5521,4605,3508,1061,9,94,0,52.52
10378,23436,886,93,321,3763,4245,1199,1585,10,354,0,37.65
10379,17184,31,498,5314,3273,7484,7588,1891,9,1899,0,105.49
10380,17198,31,498,5314,3273,7484,7588,1816,9,1899,0,85.45
10381,17209,31,498,5314,3273,7484,7588,1891,9,1899,0,78.02
10382,17187,31,498,5314,3273,7484,7588,1709,9,1899,0,85.9
10383,21530,660,305,2660,5542,6321,3539,1973,9,1329,0,86.76
10384,21545,660,305,2660,5542,6321,3539,1165,9,1329,0,69.12
10385,21549,660,305,2660,5542,6321,3539,1170,9,1329,0,75.66
10386,14735,469,505,3875,4866,4244,1166,685,9,87,0,33.13
10387,4022,1044,319,2701,7567,6032,8625,1912,9,1899,0,137.9
10388,20907,23,120,295,3249,999,416,2043,9,150,0,103.11
10389,7493,152,69,2708,3699,1008,7693,1891,9,150,0,129.83
10390,1684,1022,513,3857,3730,3122,1140,257,9,102,0,48.07
10391,15201,10,284,5188,8894,3404,7510,1726,9,1899,0,72.28
10392,15817,1111,520,6942,9520,1392,8718,1887,9,1899,0,68.02
10393,21274,610,10,7507,5100,772,3013,551,9,746,0,47.41
10394,21324,992,164,6935,6988,7204,8540,1855,9,1899,0,76.09
10395,21291,992,164,6935,6988,7204,8540,1703,9,1899,0,82.27
10396,3852,31,50,6900,3254,3481,7567,1912,9,1899,0,59.76
10397,9088,660,86,265,5568,5933,3533,1912,9,93,0,63.5
10398,18242,1277,480,3419,8627,3017,8914,1774,9,1899,0,222.69
10399,18239,1277,480,3419,8627,3017,8914,1709,9,1899,0,198.4
10400,7633,973,315,6565,9422,3782,8515,1845,9,1899,0,76.52
10401,16607,25,274,6981,3229,6010,432,183,9,1637,0,89.3
10402,24098,870,404,3410,6303,5102,4601,406,9,150,0,29.82
10403,5946,996,96,232,7323,6843,5574,1912,9,613,0,69.67
10404,18791,660,305,2694,5577,6747,3546,1076,9,393,0,50.5
10405,18795,660,305,2694,5577,6747,3546,1449,9,393,0,52.13
10406,20941,611,11,7508,5354,5203,8639,1912,9,746,0,126.06
10407,21704,611,11,7509,3803,5204,1239,2001,9,150,0,84.16
10408,20126,925,830,0,6757,2838,296,1912,9,1899,0,151.81
10409,12574,1089,764,7223,2317,6883,5948,1912,3,1139,0,15.8
10410,12572,1089,764,7223,2317,6883,5948,1912,3,1139,0,14.94
10411,20659,610,10,7520,5393,988,3291,551,9,1899,0,65.46
10412,18147,357,106,205,4458,6130,2025,1912,9,634,0,41.47
10413,4429,399,295,3436,9151,2100,7982,1912,9,1899,0,92.77
10414,4722,1111,476,1854,7734,533,8711,1912,9,1899,0,81.66
10415,686,10,283,3823,8899,6105,7520,1845,9,1899,0,63.95
10416,19071,349,460,6893,4412,4878,7858,1792,9,1899,0,110.4
10417,19062,349,460,6893,4412,4878,7858,1791,9,1899,0,114.32
10418,2658,1255,412,1796,9096,5857,7872,1873,9,921,0,49.19
10419,13627,349,350,6889,4407,3753,7845,1816,9,363,0,116.53
10420,3901,97,126,121,8971,6482,7647,873,9,150,0,131.53
10421,17598,908,12,7426,9243,927,8164,1912,9,1913,1,78.69
10422,17400,349,460,3373,9082,4877,7844,1835,9,1899,0,127.28
10423,19826,792,138,251,5884,594,8364,1912,9,150,0,80.75
10424,18980,114,392,3286,3748,4477,1173,230,9,640,0,37.36
10425,18978,114,392,3286,3748,4477,1173,652,9,640,0,38.59
10426,9872,610,10,7523,5369,991,3289,1959,9,1899,0,48.69
10427,9877,610,10,7523,5369,991,3289,1959,9,1899,0,45.95
10428,20909,464,299,2711,9160,3264,8015,1873,9,1899,0,114.46
10429,2524,159,71,226,3755,4671,1187,259,9,417,0,50.96
10430,14524,360,131,213,9107,6394,7905,1816,9,150,0,147.51
10431,11815,214,246,6613,3727,3113,1133,1912,9,518,0,48.43
10432,929,58,285,3784,3364,831,675,1020,9,1251,0,143.57
10433,937,58,285,3784,3364,831,675,1016,9,1251,0,91.1
10434,22399,480,589,6577,4916,2232,8063,1912,9,1899,0,41.93
10435,19573,660,86,308,5552,3268,3497,451,9,397,0,69.76
10436,9424,727,572,6986,5700,4437,8287,1912,9,1899,1,52.87
10437,3065,1111,409,5105,9524,1591,8729,1873,9,1899,0,45.07
10438,14767,1032,166,6984,9448,1761,8581,922,9,1899,0,156.01
10439,16811,1238,479,5079,9596,1464,8869,877,9,1899,0,142.65
10440,6576,455,250,6821,4927,6427,2746,2048,9,1778,0,32.14
10441,20265,886,93,216,6282,4627,4529,1912,10,634,0,66.0
10442,13105,142,77,152,3628,6072,1012,1816,9,150,0,73.56
10443,19114,886,92,332,6291,6543,4530,1912,9,363,0,65.06
10444,21933,369,82,6538,4518,2182,7924,1859,9,1841,0,193.51
10445,24638,660,252,6677,5547,6946,3549,576,9,340,0,46.17
10446,24645,660,252,6677,5547,6946,3549,1073,9,340,0,44.67
10447,22274,464,301,2718,9173,5428,8034,1705,9,1899,0,37.13
10448,24242,265,416,1786,4169,3353,1765,779,9,424,0,98.37
10449,24239,265,416,1786,4169,3353,1765,425,9,424,0,90.87
10450,24234,265,416,1786,4169,3353,1765,417,9,424,0,86.91
10451,14208,992,164,6936,9433,7205,8541,1841,9,1899,0,80.74
10452,14195,992,164,6936,9433,7205,8541,1799,9,1899,0,69.45
10453,14207,992,164,6936,9433,7205,8541,1840,9,1899,0,71.08
10454,14193,992,164,6936,9433,7205,8541,1797,9,1899,0,79.57
10455,14224,992,164,6936,9433,7205,8541,1884,9,1899,0,71.76
10456,1224,973,315,2630,6880,3786,8519,1726,9,1899,0,93.01
10457,22768,918,511,6667,9402,591,8463,1912,9,1899,1,182.26
10458,18027,1277,327,3420,8631,2215,8915,1859,9,1899,0,188.32
10459,2271,660,305,2659,5556,3708,3502,1447,9,394,0,51.18
10460,2259,660,305,2659,5556,3708,3502,1062,9,394,0,50.72
10461,2254,660,305,2659,5556,3708,3502,417,9,394,0,53.85
10462,24295,886,92,222,6281,4626,4528,1215,9,326,0,55.82
10463,22907,61,286,6983,3369,3219,7604,1816,9,1899,0,28.77
10464,11296,399,295,3425,9149,929,7980,1730,9,150,0,77.0
10465,11305,399,295,3425,9149,929,7980,1801,9,150,0,89.16
10466,5709,176,73,90,3864,5237,1300,407,9,477,0,38.02
10467,5730,176,73,90,3864,5237,1300,1147,9,477,0,38.24
10468,5728,176,73,90,3864,5237,1300,1145,9,477,0,41.31
10469,20024,214,287,2558,4203,3118,1138,300,9,804,0,42.86
10470,19393,687,253,6817,5638,6850,3639,418,9,150,0,117.46
10471,21543,660,305,2660,5542,6321,3539,1069,9,1329,0,70.86
10472,20866,23,120,92,8924,1268,7561,1801,9,150,0,114.0
10473,15204,10,284,5188,8894,3404,7510,1801,9,1899,0,69.43
10474,21431,440,133,291,4804,6615,2604,406,9,150,0,194.79
10475,21923,1313,117,207,8880,4352,7455,369,9,417,0,66.3
10476,12272,480,589,6576,9200,2231,8075,1887,9,1899,0,47.21
10477,22496,1111,494,6939,7714,441,8740,1873,10,1899,1,52.34
10478,22915,142,501,3369,3627,5724,7673,1890,9,1899,0,61.08
10479,7993,75,125,6887,3417,1716,8993,1887,9,150,0,181.01
10480,3131,467,58,6764,4847,7492,2681,1153,9,550,0,17.13
